0.348735  nan  nan  nan  nan  nan  1
nan  nan  0.208298  nan  0.193253  0.156648  1
0.141191  nan  nan  0.144153  0.134238  0.161230  1
nan  0.199845  nan  nan  nan  nan  1
0.393964  0.149582  0.188112  0.140496  nan  0.273088  1
nan  0.436629  nan  0.135590  0.171882  nan  1
0.388371  0.134808  0.120442  nan  0.176402  nan  1
0.117318  0.149896  nan  0.126584  0.258064  0.151499  1
nan  0.138524  nan  nan  nan  0.246321  1
nan  0.161055  0.178337  0.189494  nan  0.148130  1
nan  nan  0.140270  0.190512  nan  nan  1
nan  nan  0.199884  0.189794  0.144692  nan  1
nan  nan  0.192615  nan  nan  nan  1
nan  0.252899  0.153374  0.149861  0.119050  0.144860  1
0.244462  0.140200  nan  0.120842  nan  nan  1
0.137212  nan  nan  nan  nan  0.152729  1
0.204193  0.141572  0.302374  nan  nan  nan  1
1.281385  0.145945  nan  0.121043  0.141939  0.139584  1
0.129550  nan  nan  0.129234  nan  0.162560  1
nan  0.216505  0.124512  nan  0.125741  nan  1
nan  0.153687  0.122025  0.141797  0.136750  nan  1
0.369286  nan  0.155422  0.248142  0.457664  nan  1
nan  0.269248  0.204042  nan  0.141017  0.124082  1
0.145618  0.129596  nan  nan  nan  0.307858  1
0.124550  0.147872  nan  0.169922  0.171787  nan  1
nan  nan  nan  nan  0.155995  nan  1
nan  nan  nan  0.159745  nan  nan  1
0.168383  0.169962  0.157191  nan  0.138524  0.133999  1
0.132137  0.311390  nan  0.149443  0.184578  nan  1
nan  nan  0.141190  0.333518  nan  nan  1
0.131088  nan  0.139587  0.143007  nan  nan  1
0.168750  nan  0.127862  nan  5.641367  0.124381  1
nan  nan  0.142019  0.123961  4.293121  nan  1
nan  0.278411  0.134873  0.155610  0.125672  0.132283  1
nan  0.131298  0.130763  nan  nan  nan  1
0.116586  nan  0.150090  0.168686  0.152225  0.138612  1
0.145638  0.148773  nan  0.130278  nan  0.131067  1
0.160220  0.130089  nan  nan  nan  nan  1
0.150800  0.164260  0.262568  0.125640  0.197727  0.143520  1
0.147529  0.123545  0.127644  nan  0.131815  nan  1
nan  0.156893  0.141225  nan  0.126174  0.238825  1
0.149584  0.197950  0.285059  nan  0.145900  0.130527  1
0.150343  nan  nan  0.138249  0.127205  nan  1
0.118261  0.141158  0.197482  0.137098  0.146875  nan  1
nan  nan  0.151414  nan  nan  0.954671  1
0.118932  nan  nan  0.156020  nan  0.144852  1
0.147592  0.182918  0.182634  0.160086  nan  0.152881  1
nan  nan  0.160180  0.133703  nan  0.127442  1
nan  nan  0.141615  nan  0.365345  nan  1
nan  0.161386  0.197412  nan  nan  nan  1
0.162365  0.724400  nan  0.192110  0.190722  0.140527  1
0.137132  nan  nan  0.353114  0.256508  0.137445  1
0.154510  0.193685  0.134389  nan  0.160693  0.164535  1
0.164499  nan  0.158884  0.147883  nan  nan  1
0.150832  4.827709  nan  nan  nan  nan  1
0.148775  nan  0.187313  0.151864  0.165655  nan  1
0.255721  nan  0.152697  nan  nan  0.138224  1
nan  0.119268  nan  nan  nan  0.317749  1
nan  0.127087  0.159327  0.750810  0.277780  nan  1
nan  0.171165  nan  nan  0.151460  0.142806  1
0.124984  nan  0.208223  0.138883  0.150376  nan  1
0.124072  0.148589  nan  0.165295  nan  0.175827  1
nan  0.171901  nan  0.154712  0.172981  nan  1
nan  nan  0.444578  0.134779  nan  0.117171  1
0.157634  0.130623  0.158675  0.127818  nan  0.138377  1
0.151861  nan  nan  0.146304  0.202121  0.125213  1
0.133954  nan  0.160897  0.116895  0.209741  nan  1
0.179017  nan  nan  0.181220  nan  0.144436  1
nan  0.147233  nan  0.161945  0.118535  nan  1
nan  nan  0.130221  0.152897  0.172062  nan  1
0.131364  0.143283  nan  0.132491  nan  nan  1
0.152613  nan  0.354734  0.249456  nan  0.240787  1
0.178226  0.266575  0.175069  0.559287  0.144925  0.136522  1
0.133599  0.136411  nan  0.187154  nan  nan  1
0.132264  0.148492  nan  0.119141  nan  nan  1
nan  nan  0.155823  0.142580  nan  nan  1
0.159626  nan  0.209744  nan  nan  0.145008  1
0.143229  0.320748  nan  0.147240  nan  nan  1
0.133520  nan  0.130820  0.156697  0.133442  nan  1
nan  0.165979  0.323923  nan  0.135609  nan  1
1.215529  0.126303  0.127678  0.156697  0.212307  nan  1
nan  nan  0.148422  0.146989  nan  0.145112  1
0.153367  nan  0.151625  nan  0.211527  0.115825  1
0.128310  nan  0.121439  nan  0.173778  nan  1
0.223835  nan  0.171947  0.147741  nan  nan  1
0.185069  0.182217  0.135311  nan  nan  0.129002  1
0.138498  0.147209  0.163552  nan  0.134770  nan  1
nan  0.147272  nan  0.142129  nan  0.253919  1
nan  nan  nan  0.146746  0.136981  0.154131  1
0.248248  0.138888  nan  0.151879  nan  0.156720  1
nan  nan  nan  0.135133  nan  0.137498  1
nan  0.125023  0.298410  nan  nan  0.233414  1
0.129445  0.142906  nan  0.133205  0.127167  0.156290  1
0.299347  nan  nan  nan  nan  nan  1
nan  nan  0.875783  0.142684  0.199994  nan  1
nan  0.152106  0.132946  nan  nan  nan  1
0.148418  0.133267  nan  0.178121  nan  nan  1
nan  nan  0.152345  0.128059  0.133129  nan  1
nan  0.125570  nan  nan  0.153061  0.193341  1
0.185981  0.130096  0.191916  0.169060  nan  0.227721  1
nan  0.155025  nan  nan  0.185163  0.113259  1
nan  0.151331  nan  0.221838  nan  0.131520  1
nan  0.136715  0.134493  nan  nan  0.469504  1
nan  0.158330  nan  0.187746  nan  nan  1
0.209102  0.146535  nan  nan  0.248344  0.126576  1
0.141144  0.131736  0.324150  0.134611  nan  0.130340  1
0.153325  0.121418  0.129170  0.164359  0.133299  nan  1
0.156515  nan  0.185692  nan  nan  0.185980  1
nan  0.147415  0.145102  nan  nan  0.120612  1
0.182082  0.133209  0.205003  0.132154  nan  nan  1
0.123477  0.138655  nan  0.131043  0.145723  0.160170  1
0.131962  nan  0.278897  0.125773  0.145171  nan  1
nan  0.134136  nan  nan  nan  0.173329  1
0.175278  0.233922  0.712220  nan  nan  nan  1
0.142842  nan  nan  nan  nan  0.186048  1
0.123438  nan  0.143936  0.289391  nan  nan  1
0.137137  0.130735  nan  0.122344  nan  0.132764  1
0.134543  nan  0.152540  0.143815  0.119635  0.169118  1
nan  nan  0.251793  nan  nan  0.134350  1
0.161504  0.163490  0.234159  nan  0.124262  0.151640  1
0.151596  nan  0.163874  0.190610  nan  nan  1
nan  nan  0.154830  0.183521  nan  0.182595  1
nan  0.120761  nan  0.128971  nan  0.181492  1
nan  0.168889  nan  nan  0.138591  0.163457  1
0.147405  nan  0.118751  0.434152  0.149859  0.151703  1
0.119473  nan  0.138589  0.163721  nan  nan  1
nan  nan  0.117561  nan  nan  0.190304  1
nan  nan  0.226054  0.129419  0.139621  0.162753  1
0.171119  nan  0.126610  0.130211  nan  0.166060  1
0.133715  0.148110  0.148479  0.120755  0.137303  0.250827  1
0.172726  nan  0.163111  nan  nan  0.174973  1
0.138392  0.182678  0.130166  0.327447  0.241494  0.132304  1
0.126463  0.193009  0.293700  nan  nan  0.159171  1
nan  0.133401  0.133196  nan  nan  0.250049  1
0.837190  0.129261  0.162044  nan  nan  0.167067  1
0.131425  nan  0.136976  nan  nan  0.172720  1
nan  0.171081  nan  0.159378  nan  0.171321  1
0.153691  0.138651  nan  0.155366  0.142025  0.144665  1
0.129387  0.138098  0.144238  0.167685  nan  0.180709  1
0.128451  nan  nan  nan  0.134222  0.177529  1
nan  nan  nan  0.138110  nan  0.142552  1
0.141826  nan  0.246487  0.291360  0.145617  0.152824  1
nan  nan  0.153650  0.134145  nan  nan  1
nan  nan  0.148699  nan  0.132278  nan  1
0.129784  0.152134  0.129656  nan  0.131815  0.196237  1
nan  0.215135  nan  nan  0.156831  nan  1
0.124727  0.183715  0.118305  0.118680  nan  0.132872  1
0.133079  0.142799  0.129413  0.148366  0.140688  0.140523  1
0.120589  nan  0.169561  0.171191  0.128610  nan  1
0.152333  nan  0.138822  nan  0.110473  0.160448  1
0.127724  nan  0.149665  nan  nan  0.164594  1
0.165101  0.245014  nan  nan  0.210474  0.131418  1
0.135469  nan  nan  0.131281  0.216020  nan  1
nan  0.152000  0.125057  0.141820  nan  nan  1
nan  0.328275  0.179485  0.718534  nan  0.130692  1
nan  0.153769  0.151474  0.158770  0.189534  nan  1
nan  0.187554  0.140596  nan  0.141086  0.125296  1
0.126051  0.241688  0.151465  0.253978  0.200933  0.124992  1
0.137374  0.167458  nan  nan  nan  0.179982  1
nan  nan  nan  0.170939  0.152277  nan  1
nan  0.157402  0.225037  nan  0.157784  0.217289  1
nan  0.144211  0.164532  nan  0.155609  0.146047  1
0.154185  0.396972  nan  0.230503  nan  nan  1
nan  nan  nan  0.142592  0.122217  0.667897  1
0.131911  nan  0.161501  nan  0.121630  0.164657  1
nan  0.203589  0.198443  nan  0.128637  0.168476  1
0.129341  nan  nan  0.138654  0.122192  0.119361  1
0.166723  0.136859  nan  0.128311  0.116871  0.398870  1
0.124882  0.236544  nan  0.127361  nan  0.200994  1
nan  nan  0.126274  0.138690  nan  nan  1
nan  nan  nan  0.147257  nan  nan  1
0.314743  nan  0.164084  nan  0.148927  0.230052  1
0.147828  0.129936  0.173957  0.129033  nan  0.139019  1
1.619599  nan  0.138790  0.145396  nan  0.143201  1
nan  nan  nan  nan  0.235510  0.146283  1
0.172899  0.188237  0.140448  0.125821  0.297636  0.305946  1
nan  0.502885  0.150663  3.907151  nan  0.243326  1
0.177547  0.144141  nan  0.254643  nan  nan  1
0.135492  nan  nan  nan  nan  nan  1
0.140847  0.132136  0.133965  0.132199  nan  0.169250  1
0.138437  nan  0.148050  nan  0.189486  0.117915  1
nan  0.179208  0.168202  nan  0.169366  0.168809  1
nan  nan  nan  0.162449  0.174676  0.428384  1
0.141469  0.204643  0.136732  0.180257  0.115278  0.306637  1
nan  nan  0.204089  0.151105  0.123912  nan  1
0.187590  nan  0.156664  0.177579  nan  0.160824  1
nan  0.217698  0.131110  0.139681  nan  0.123226  1
nan  nan  nan  nan  0.338539  0.147188  1
nan  nan  nan  0.227330  0.861715  nan  1
nan  0.140297  0.136462  0.138894  nan  nan  1
nan  0.149225  0.140472  0.172531  0.187455  0.139568  1
0.139772  nan  nan  nan  0.140712  nan  1
0.139633  0.184364  0.161754  0.127403  0.194604  0.139214  1
nan  0.149095  nan  0.210183  nan  0.401003  1
0.136593  0.223429  nan  0.140695  nan  0.168063  1
0.121881  nan  0.154052  0.127535  0.117135  0.136070  1
0.142796  0.116060  0.124759  nan  0.172208  0.187249  1
0.126613  0.156226  nan  0.171097  0.434985  0.123486  1
nan  0.195222  nan  0.124998  0.169581  nan  1
nan  0.193774  nan  0.152052  nan  nan  1
nan  0.160882  0.127271  nan  0.420302  0.197977  1
0.169108  nan  nan  nan  0.178223  0.156756  1
nan  nan  nan  nan  0.131607  0.350029  1
0.143054  nan  nan  0.214837  nan  nan  1
nan  0.144568  0.150229  0.151075  0.129489  0.226144  1
nan  nan  0.134541  0.188360  nan  0.125990  1
nan  0.176483  0.138731  0.156658  0.138805  nan  1
nan  0.148524  nan  0.139805  nan  0.234070  1
0.152742  nan  nan  0.156277  0.147635  0.136490  1
nan  0.167696  nan  0.144340  nan  0.155229  1
0.201843  0.154677  nan  0.151206  nan  nan  1
0.172941  0.154721  nan  0.162367  nan  nan  1
0.142054  0.264873  0.191082  0.130557  0.135608  nan  1
nan  0.151835  nan  0.134274  nan  0.132865  1
nan  0.125137  0.129805  nan  0.139061  0.124580  1
0.203838  0.150496  0.149303  nan  nan  0.197327  1
nan  0.246544  nan  nan  nan  nan  1
0.139653  0.312248  0.129738  0.129019  nan  nan  1
0.140536  0.456603  4.605242  nan  0.131032  0.134316  1
0.132499  0.248362  0.145087  nan  0.129778  0.171562  1
nan  0.503873  0.192013  nan  nan  nan  1
0.153907  nan  nan  nan  0.130276  0.122153  1
0.156090  0.150977  0.226689  0.176062  0.134835  nan  1
nan  0.131945  0.138825  0.124527  0.140241  nan  1
nan  0.143688  0.182971  0.144949  nan  nan  1
0.156589  nan  nan  0.167574  nan  0.148994  1
nan  2.884501  0.197265  0.144031  0.135011  0.178173  1
0.149735  nan  0.146839  0.149852  0.175611  0.193439  1
0.151421  0.202477  0.153053  nan  0.171984  0.632878  1
0.173904  nan  0.126913  0.145419  0.240190  nan  1
0.146180  nan  nan  0.124723  0.128802  nan  1
0.469013  0.125706  nan  0.196735  0.126997  nan  1
nan  nan  0.129120  nan  nan  0.186884  1
0.259863  0.129275  0.163297  nan  0.141823  0.151305  1
0.161734  0.194316  0.142411  0.172054  0.125939  0.143354  1
nan  nan  0.139379  0.157828  nan  0.138858  1
0.157763  0.121293  0.143223  0.149555  0.151282  0.131854  1
0.175678  nan  nan  0.156475  0.161968  0.136893  1
0.191420  0.120752  0.135769  0.124606  0.157411  0.180102  1
nan  0.285362  0.145915  0.196072  0.221835  0.450143  1
nan  nan  nan  0.129712  nan  0.112876  1
0.155221  0.139232  0.138997  0.168938  nan  0.134643  1
0.159597  0.129066  0.151793  0.159403  0.204315  1.596192  1
nan  0.249079  0.139577  nan  nan  nan  1
0.185499  0.556516  0.136804  nan  0.151713  nan  1
0.136729  0.199911  0.175597  0.135975  0.246618  0.125908  1
nan  0.131402  nan  nan  0.148420  0.177659  1
nan  0.126721  0.186784  0.174392  0.141596  0.129935  1
0.127606  nan  nan  0.160141  0.203986  0.162882  1
0.130319  nan  nan  nan  0.154632  0.173246  1
0.133241  0.207015  nan  0.126977  nan  0.172476  1
0.212932  0.123332  nan  0.156449  0.150068  0.155765  1
0.160137  nan  nan  0.135206  nan  0.164477  1
0.203638  nan  0.160854  nan  0.179448  nan  1
nan  0.155437  0.132755  0.157080  nan  0.144489  1
0.279833  0.193426  0.139608  nan  nan  0.155153  1
0.153146  nan  nan  0.171644  nan  0.130290  1
0.179544  0.180074  0.168335  0.220807  0.147280  0.187784  1
0.232968  0.203644  nan  nan  nan  nan  1
0.215294  0.226346  0.143824  nan  0.146306  nan  1
0.150881  nan  0.138721  nan  nan  0.187284  1
0.160586  0.180217  nan  0.119384  nan  0.150243  1
nan  nan  0.180357  nan  0.175267  nan  1
0.361829  nan  nan  0.140845  nan  0.143220  1
nan  0.131834  nan  0.389959  0.156209  0.136911  1
nan  0.139472  0.143695  0.132537  nan  0.147144  1
0.191309  nan  0.118672  0.133623  0.227940  0.122076  1
0.241390  nan  0.130036  nan  nan  nan  1
nan  nan  0.137040  nan  0.135024  0.151163  1
0.143704  0.140249  0.158085  nan  nan  nan  1
0.136854  0.159230  nan  0.153198  nan  0.163709  1
0.139778  nan  0.145390  nan  0.313528  0.180812  1
0.164659  0.151717  0.139665  0.166209  0.146786  0.119307  1
0.211934  0.156330  nan  0.145627  nan  0.129701  1
0.128715  0.360804  nan  0.322539  nan  0.169187  1
0.184360  0.184794  0.183901  0.158810  0.145769  0.148987  1
0.146141  0.502068  nan  0.186732  nan  0.176697  1
0.182027  0.147919  nan  0.172585  nan  nan  1
nan  0.176069  nan  0.123165  nan  nan  1
0.164764  0.136726  0.165294  nan  0.149532  0.137897  1
0.146155  nan  0.529472  0.132411  nan  nan  1
0.135524  nan  0.128413  0.228547  nan  nan  1
0.133158  0.215936  nan  0.225765  0.157900  0.204319  1
0.148511  0.123151  0.160058  0.211204  0.179095  0.134152  1
nan  0.177062  nan  0.169022  nan  0.132880  1
nan  0.134115  0.178005  0.143800  0.163383  0.121510  1
0.141756  0.156884  0.147023  nan  0.131663  0.178589  1
nan  0.138609  0.131796  0.192660  0.124332  nan  1
0.170437  0.251641  nan  0.248192  0.159793  0.137155  1
0.171386  nan  nan  0.479013  nan  0.140867  1
0.854088  nan  0.190849  0.196889  nan  0.155367  1
nan  nan  0.149598  nan  0.124175  nan  1
nan  0.142361  0.176692  0.120401  nan  0.196539  1
nan  0.168249  0.129650  nan  nan  nan  1
0.125691  nan  0.145221  0.147487  0.151438  0.182377  1
nan  0.225337  0.121644  0.180817  0.154186  nan  1
0.134755  nan  nan  nan  0.138320  nan  1
0.126576  0.135017  nan  0.175396  0.164843  0.122001  1
0.154315  nan  nan  nan  nan  0.136845  1
nan  0.170187  0.200824  nan  0.159627  nan  1
nan  nan  0.144273  0.159083  0.245409  nan  1
2.933328  0.156838  nan  nan  0.268509  nan  1
nan  nan  nan  0.245985  0.161281  nan  1
0.123329  0.145133  0.121906  0.192244  nan  nan  1
0.185418  nan  nan  0.179069  nan  0.159415  1
0.141479  nan  nan  nan  nan  0.165989  1
0.281757  0.196712  nan  0.143698  nan  nan  1
nan  nan  nan  0.195589  0.274829  nan  1
0.153235  0.162865  nan  nan  0.119315  nan  1
nan  0.140539  nan  nan  0.133347  0.146532  1
0.254413  0.141113  0.190151  0.129468  0.150581  nan  1
0.220311  nan  0.141755  0.154463  nan  0.144205  1
0.140582  0.142900  nan  nan  nan  0.270268  1
nan  nan  0.211729  0.299600  0.146413  0.127137  1
nan  0.129587  nan  0.302406  0.134249  0.153276  1
0.656799  0.203008  nan  nan  0.151050  0.170756  1
0.144374  nan  0.113256  nan  0.128364  0.143457  1
nan  0.144296  nan  0.281130  0.201827  nan  1
nan  nan  0.173313  0.202419  nan  0.335670  1
0.164925  0.140330  nan  0.134281  0.410202  nan  1
0.166307  nan  0.160960  0.141809  0.147922  nan  1
0.147201  0.215832  nan  nan  0.205575  0.252788  1
nan  0.723431  0.140546  nan  nan  0.147733  1
nan  nan  0.130798  nan  0.158258  0.151845  1
nan  nan  0.135501  nan  0.254800  nan  1
0.184745  0.144406  nan  0.139301  0.980485  nan  1
nan  nan  nan  0.182373  0.131021  nan  1
0.171659  0.139769  0.151620  nan  0.135887  nan  1
0.154195  nan  0.145413  0.171324  0.130889  0.149100  1
0.129534  0.161498  0.176593  nan  0.152627  0.135486  1
0.146889  0.127819  nan  nan  0.139824  0.134882  1
0.137702  0.159024  0.136812  0.125647  0.143942  nan  1
nan  0.165947  nan  nan  0.152702  1.016381  1
0.178319  0.155528  0.151141  nan  0.184661  nan  1
0.143520  0.221129  nan  nan  0.129572  nan  1
0.460175  0.143539  nan  0.187274  0.208280  0.133694  1
0.153379  1.024233  0.138794  nan  0.207146  0.160208  1
0.127140  nan  0.189910  0.429579  nan  0.133520  1
0.143108  nan  0.131184  0.154359  0.132362  0.137064  1
nan  nan  0.151656  0.124354  nan  0.119733  1
0.124721  nan  nan  0.148279  0.140190  0.119190  1
nan  0.121918  nan  nan  nan  0.140943  1
nan  0.120862  0.128811  0.140666  nan  nan  1
nan  nan  nan  nan  0.170044  nan  1
0.154319  0.245727  nan  0.134418  0.354030  0.142517  1
0.152554  0.142877  nan  nan  0.286158  0.116629  1
nan  nan  nan  nan  0.128054  0.149013  1
0.417736  nan  nan  0.140747  0.131950  nan  1
nan  nan  nan  0.160793  0.149819  0.118087  1
nan  nan  0.159714  nan  nan  0.333443  1
nan  0.154576  0.155689  0.320162  nan  0.143846  1
nan  0.403747  0.146737  0.141163  0.139073  nan  1
nan  nan  nan  0.136738  0.132482  nan  1
nan  0.162506  nan  nan  0.134217  nan  1
0.145109  0.148185  0.207853  nan  nan  0.136156  1
0.124357  0.145637  nan  nan  0.211228  nan  1
nan  nan  0.147337  0.158192  0.153858  nan  1
nan  nan  0.166152  0.153055  nan  0.135864  1
0.165274  0.193632  0.223225  0.140172  nan  0.128804  1
nan  0.121221  nan  0.218062  nan  nan  1
nan  0.494503  0.195590  0.138122  nan  nan  1
0.144185  nan  0.121548  0.529499  0.141545  0.134223  1
nan  0.141571  0.216400  nan  0.133912  nan  1
0.132386  0.328879  nan  nan  0.129821  0.115000  1
0.214811  nan  nan  nan  nan  0.195645  1
0.298293  0.161503  0.148945  0.141284  nan  nan  1
nan  0.130942  nan  0.260890  nan  nan  1
0.151979  0.130439  0.129913  0.213134  0.150633  0.151956  1
0.127346  nan  nan  0.134064  0.132445  nan  1
0.124987  nan  nan  nan  0.133174  nan  1
0.137001  nan  nan  nan  0.137917  nan  1
0.133027  nan  nan  0.717181  0.124837  0.128833  1
0.142764  0.197934  0.129565  nan  0.228377  nan  1
nan  0.265665  2.267193  0.127982  nan  0.139659  1
nan  nan  nan  nan  0.126825  0.119577  1
0.119741  nan  0.137518  nan  0.157341  0.141185  1
0.137617  nan  0.152772  0.143366  nan  nan  1
0.172330  nan  0.115322  0.148760  0.154029  nan  1
0.149290  0.204540  nan  0.231998  0.155836  0.132255  1
nan  nan  0.210400  0.132809  nan  nan  1
0.159547  0.143599  0.154123  0.367109  nan  0.146176  1
0.173856  nan  nan  0.210008  0.139793  nan  1
0.143712  nan  0.156835  0.177506  nan  0.137604  1
0.129712  0.141536  0.125403  0.142717  0.128810  nan  1
nan  0.152055  0.170212  0.148881  nan  0.147991  1
0.128394  0.129371  0.134821  0.133212  0.533850  0.139896  1
nan  0.133766  0.125529  0.159087  nan  nan  1
0.256239  0.159847  nan  0.134460  0.134418  nan  1
nan  0.140587  0.124049  nan  0.123302  0.136369  1
nan  0.152489  0.337168  nan  nan  nan  1
1.341545  0.191371  nan  nan  0.130029  0.136498  1
nan  nan  nan  0.134046  0.152837  0.147210  1
0.133711  0.166917  0.283763  nan  0.388821  nan  1
0.130978  nan  nan  nan  nan  nan  1
0.139717  0.150955  0.185643  nan  nan  0.540924  1
0.151294  0.119147  0.129295  0.133181  0.176501  0.166159  1
0.202714  0.144349  nan  0.130408  0.170385  nan  1
nan  nan  0.149814  nan  0.118626  nan  1
0.121041  0.236803  nan  0.145882  0.181112  0.154915  1
0.153682  nan  nan  0.125342  0.169175  nan  1
0.241468  0.232702  1.885026  0.158931  nan  nan  1
0.130316  0.150217  0.141167  0.128588  0.177695  0.125247  1
nan  0.309088  0.135704  0.195926  nan  0.126868  1
nan  nan  0.128795  0.118383  0.131727  nan  1
nan  0.122484  0.189221  nan  nan  0.284843  1
0.144529  nan  0.150480  0.150645  nan  0.125667  1
0.131018  0.160358  nan  nan  0.465445  0.207443  1
0.115657  0.150601  nan  nan  nan  0.143872  1
0.172904  nan  0.129042  nan  nan  0.193920  1
0.152835  0.171559  0.128974  0.141266  0.134560  nan  1
0.145088  0.143922  nan  0.143716  0.139113  0.230140  1
0.177676  nan  nan  0.128806  nan  nan  1
nan  0.118246  nan  0.272998  0.151086  0.163775  1
0.184324  nan  0.207484  0.162570  0.126000  0.135376  1
nan  0.132183  0.139341  0.130082  0.157803  nan  1
nan  0.147591  nan  0.161136  0.157961  nan  1
nan  nan  nan  0.124317  0.257283  nan  1
nan  0.165463  0.194240  0.157192  nan  0.777962  1
0.188982  nan  0.204498  nan  nan  0.448358  1
0.195410  nan  nan  nan  0.201374  0.267464  1
0.138269  0.124391  0.148367  0.308731  nan  nan  1
nan  nan  0.170332  0.132544  nan  0.123817  1
0.178871  0.157536  nan  0.137514  0.126024  nan  1
