0.127606 nan nan    
0.130319 nan nan    
0.133241 0.207015 nan    
0.212932 0.123332 nan    
0.160137 nan nan    
0.203638 nan 0.160854    
nan 0.155437 0.132755    
0.279833 0.193426 0.139608    
0.153146 nan nan    
0.179544 0.180074 0.168335    
0.232968 0.203644 nan    
0.215294 0.226346 0.143824    
0.150881 nan 0.138721    
0.160586 0.180217 nan    
nan nan 0.180357    
0.361829 nan nan    
nan 0.131834 nan    
nan 0.139472 0.143695    
0.191309 nan 0.118672    
0.241390 nan 0.130036    
nan nan 0.137040    
0.143704 0.140249 0.158085    
0.136854 0.159230 nan    
0.139778 nan 0.145390    
0.164659 0.151717 0.139665    
0.211934 0.156330 nan    
0.128715 0.360804 nan    
0.184360 0.184794 0.183901    
0.146141 0.502068 nan    
0.182027 0.147919 nan    
nan 0.176069 nan    
0.164764 0.136726 0.165294    
0.146155 nan 0.529472    
0.135524 nan 0.128413    
0.133158 0.215936 nan    
0.148511 0.123151 0.160058    
nan 0.177062 nan    
nan 0.134115 0.178005    
0.141756 0.156884 0.147023    
nan 0.138609 0.131796    
0.170437 0.251641 nan    
0.171386 nan nan    
0.854088 nan 0.190849    
nan nan 0.149598    
nan 0.142361 0.176692    
nan 0.168249 0.129650    
0.125691 nan 0.145221    
nan 0.225337 0.121644    
0.134755 nan nan    
0.126576 0.135017 nan    
0.154315 nan nan    
nan 0.170187 0.200824    
nan nan 0.144273    
2.933328 0.156838 nan    
0.123329 0.145133 0.121906    
0.185418 nan nan    
0.141479 nan nan    
0.281757 0.196712 nan    
0.153235 0.162865 nan    
nan 0.140539 nan    
0.254413 0.141113 0.190151    
0.220311 nan 0.141755    
0.140582 0.142900 nan    
nan nan 0.211729    
nan 0.129587 nan    
0.656799 0.203008 nan    
0.144374 nan 0.113256    
nan 0.144296 nan    
nan nan 0.173313    
0.164925 0.140330 nan    
0.166307 nan 0.160960    
0.147201 0.215832 nan    
nan 0.723431 0.140546    
nan nan 0.130798    
nan nan 0.135501    
0.184745 0.144406 nan    
0.171659 0.139769 0.151620    
0.154195 nan 0.145413    
0.129534 0.161498 0.176593    
0.146889 0.127819 nan    
0.137702 0.159024 0.136812    
nan 0.165947 nan    
0.178319 0.155528 0.151141    
0.143520 0.221129 nan    
0.460175 0.143539 nan    
0.153379 1.024233 0.138794    
0.127140 nan 0.189910    
0.143108 nan 0.131184    
nan nan 0.151656    
0.124721 nan nan    
nan 0.121918 nan    
nan 0.120862 0.128811    
0.154319 0.245727 nan    
0.152554 0.142877 nan    
0.417736 nan nan    
nan nan 0.159714    
nan 0.154576 0.155689    
nan 0.403747 0.146737    
nan 0.162506 nan    
0.145109 0.148185 0.207853    
0.124357 0.145637 nan    
nan nan 0.147337    
nan nan 0.166152    
0.165274 0.193632 0.223225    
nan 0.121221 nan    
nan 0.494503 0.195590    
0.144185 nan 0.121548    
nan 0.141571 0.216400    
0.132386 0.328879 nan    
0.214811 nan nan    
0.298293 0.161503 0.148945    
nan 0.130942 nan    
0.151979 0.130439 0.129913    
0.127346 nan nan    
0.124987 nan nan    
0.137001 nan nan    
0.133027 nan nan    
0.142764 0.197934 0.129565    
nan 0.265665 2.267193    
0.119741 nan 0.137518    
0.137617 nan 0.152772    
0.172330 nan 0.115322    
0.149290 0.204540 nan    
nan nan 0.210400    
0.159547 0.143599 0.154123    
0.173856 nan nan    
0.143712 nan 0.156835    
0.129712 0.141536 0.125403    
nan 0.152055 0.170212    
0.128394 0.129371 0.134821    
nan 0.133766 0.125529    
0.256239 0.159847 nan    
nan 0.140587 0.124049    
nan 0.152489 0.337168    
1.341545 0.191371 nan    
0.133711 0.166917 0.283763    
0.130978 nan nan    
0.139717 0.150955 0.185643    
0.151294 0.119147 0.129295    
0.202714 0.144349 nan    
nan nan 0.149814    
0.121041 0.236803 nan    
0.153682 nan nan    
0.241468 0.232702 1.885026    
0.130316 0.150217 0.141167    
nan 0.309088 0.135704    
nan nan 0.128795    
nan 0.122484 0.189221    
0.144529 nan 0.150480    
0.131018 0.160358 nan    
0.115657 0.150601 nan    
0.172904 nan 0.129042    
0.152835 0.171559 0.128974    
0.145088 0.143922 nan    
0.177676 nan nan    
nan 0.118246 nan    
0.184324 nan 0.207484    
nan 0.132183 0.139341    
nan 0.147591 nan    
nan 0.165463 0.194240    
0.188982 nan 0.204498    
0.195410 nan nan    
0.138269 0.124391 0.148367    
nan nan 0.170332    
0.178871 0.157536 nan    
0.245506 nan 0.564683    
nan 0.670840 0.148273    
nan 0.275051 nan    
0.157857 nan 0.144662    
0.166307 0.167200 0.265387    
0.120390 0.138422 nan    
0.140152 0.179307 0.132226    
0.175372 0.184199 0.121111    
0.170161 0.225708 nan    
0.126896 0.138166 0.153523    
0.139881 0.125554 nan    
nan nan 2.431064    
nan 0.159101 0.205757    
0.167241 nan nan    
0.142356 0.147238 0.138932    
0.178955 0.143589 0.169268    
nan 0.200876 nan    
0.123950 nan 0.190098    
nan 0.166389 nan    
0.164822 0.155413 0.510679    
nan 0.161541 0.225706    
0.625732 0.127904 0.160195    
0.128008 0.132561 0.170130    
nan nan 0.136709    
0.152955 0.155144 nan    
nan nan 0.152381    
nan 0.154918 nan    
nan 0.559896 0.115628    
nan 0.140592 0.151689    
0.141565 0.116217 0.125373    
0.214776 nan nan    
0.134400 nan nan    
0.131962 0.154844 0.137991    
0.189687 nan 0.152551    
nan 0.139808 0.146718    
nan nan 0.148795    
0.145686 0.170482 0.191663    
0.210414 0.138458 0.130212    
nan 0.129353 nan    
0.154222 0.227772 0.137996    
nan 0.176200 0.141608    
0.173297 nan 0.137927    
0.152404 nan nan    
0.131703 nan nan    
0.204408 0.139437 nan    
0.116725 nan nan    
0.218593 0.254745 0.229300    
0.182585 0.138598 0.114502    
0.142420 0.143818 nan    
nan nan 0.142760    
0.233910 nan nan    
0.143078 0.157462 nan    
0.191964 0.342245 0.128560    
0.159004 0.159187 nan    
nan 0.158110 0.228555    
nan nan 0.136689    
0.158061 nan 0.123516    
0.182999 0.290936 0.131790    
nan 0.133424 0.121249    
nan nan 0.144277    
nan 0.215985 0.146202    
nan 0.130652 0.177568    
nan 0.114992 0.176042    
nan 0.138112 0.173310    
nan 0.134577 0.157983    
nan 0.149867 nan    
nan 0.138782 0.173213    
nan 0.160000 0.137518    
nan 0.172784 0.154881    
0.193015 0.145937 nan    
0.126965 0.115618 0.141634    
0.123186 nan nan    
0.318020 0.166158 nan    
0.136378 0.269854 nan    
0.181939 0.172662 nan    
nan 0.152973 0.399162    
0.243433 nan nan    
nan 0.129171 0.185966    
0.163746 nan 0.145851    
0.210631 nan nan    
0.137978 nan 0.138434    
0.389501 0.142049 0.343091    
nan 0.143406 0.128240    
0.128017 nan nan    
nan nan 0.140320    
nan 0.140389 0.167980    
0.157042 nan 0.153169    
nan 0.166448 0.151997    
0.164245 nan nan    
0.175332 nan 0.135577    
nan nan 0.143010    
nan 0.165398 0.132772    
0.129436 0.152824 nan    
nan 0.131555 0.133625    
nan nan 0.195272    
nan nan 0.136780    
nan 0.273336 nan    
0.265150 0.139644 0.144324    
nan 0.180480 0.137863    
nan 0.132185 0.190142    
0.150052 nan 0.128997    
0.132890 nan nan    
0.297868 nan 0.136147    
0.123056 nan 0.143322    
0.412797 0.305694 0.129639    
0.164212 nan 0.144378    
nan 0.148061 nan    
0.287066 0.341009 0.170617    
nan 0.135492 0.169890    
nan 0.151646 nan    
0.122843 0.147248 nan    
0.230304 0.139638 0.211133    
0.177788 0.157684 0.162355    
0.494582 0.159954 0.157721    
0.120892 nan 0.159054    
0.144287 0.163718 nan    
0.140474 0.145307 0.249713    
0.144019 nan nan    
0.192632 0.180557 0.141742    
nan 0.166468 0.129761    
nan nan 0.130851    
0.164284 nan 0.129091    
0.122429 0.144226 0.120050    
0.161069 nan nan    
0.145734 0.140777 nan    
0.205276 0.160736 nan    
0.183952 0.193451 0.168608    
nan 0.151836 0.313881    
nan 0.132394 nan    
nan nan 0.142512    
nan nan 0.181245    
nan nan 0.204849    
0.198619 0.130476 0.210086    
0.131384 0.138215 0.187142    
0.133125 nan 0.125149    
nan 0.124365 0.155987    
0.216226 0.383990 0.142122    
nan nan 0.163181    
0.192634 nan nan    
0.114160 0.120212 0.166755    
nan 0.121579 0.155382    
0.188967 nan nan    
nan 0.210208 0.131633    
0.163376 0.206627 nan    
nan 0.127499 0.126316    
0.157966 0.169446 nan    
0.135163 0.144422 0.135743    
0.136888 0.127019 0.190112    
0.142571 0.263026 nan    
0.186621 0.189241 0.169001    
0.494084 0.143283 0.156960    
0.163290 nan 0.153106    
0.273273 0.124989 0.164057    
nan 0.150604 0.136061    
0.358726 nan nan    
nan 0.140760 0.151475    
0.323389 0.143648 nan    
nan nan 0.140897    
nan 0.225855 nan    
nan 0.205518 nan    
nan 0.175163 0.136856    
0.120666 0.124150 nan    
0.196237 nan nan    
nan nan 0.196689    
0.139479 nan nan    
nan 0.121603 nan    
0.131633 0.149196 nan    
nan nan 0.118529    
0.139315 nan nan    
0.211199 nan 0.118504    
nan nan 0.184457    
0.122144 0.137655 0.148738    
0.155160 nan 0.145040    
0.174014 nan 0.124974    
nan 0.127441 0.217381    
0.136833 nan 0.138972    
nan nan 0.123404    
0.152255 0.169951 nan    
0.270322 0.144548 nan    
0.207126 0.160446 nan    
nan 0.198252 0.150401    
0.145264 nan nan    
nan 0.271094 0.133507    
0.143324 0.269872 nan    
0.158952 0.696664 0.245388    
0.132494 0.144852 nan    
0.122313 nan nan    
nan 0.211789 nan    
0.134994 nan 0.161945    
nan nan 0.143970    
0.206602 0.131552 0.137923    
nan nan 0.166116    
nan 0.144440 0.119869    
nan 0.129705 nan    
nan nan 0.149418    
0.133512 0.190896 0.135084    
nan 0.169150 0.145046    
0.140162 0.128283 0.168759    
0.143924 0.149215 0.305530    
nan 0.125081 nan    
0.124218 0.125359 nan    
nan 0.146729 0.160139    
0.127412 0.116679 nan    
0.150561 0.756479 0.174566    
nan 0.138359 0.208455    
0.140042 nan 0.140520    
0.147101 nan 0.125664    
nan 0.221630 0.176919    
0.201008 0.128511 0.150724    
0.372810 0.140252 0.785300    
0.172095 0.162033 nan    
0.130591 0.142440 nan    
nan 0.142467 nan    
0.124130 0.130475 0.145087    
nan 0.140194 0.122534    
0.347559 0.138310 nan    
0.184870 0.118586 0.158467    
0.152430 nan 0.144896    
nan 1.344421 0.140491    
nan 0.191724 0.129198    
0.153232 0.176050 0.136518    
nan 0.161406 0.172726    
0.126975 nan 0.145008    
nan nan 0.142015    
0.237637 nan 0.517837    
0.252067 0.138742 nan    
0.156733 nan nan    
nan 0.120223 nan    
0.123965 0.217365 0.219440    
0.236612 0.207528 0.260929    
0.147024 nan 0.128534    
nan 0.129547 nan    
0.155698 nan 0.129954    
0.222882 nan 0.187420    
0.358367 nan nan    
0.147625 nan 0.199488    
nan 0.374806 0.118458    
0.210309 nan 0.150581    
0.125714 nan 0.144424    
0.156799 0.183165 0.183909    
nan 0.130601 0.126072    
0.144155 nan nan    
0.135450 0.372697 0.128010    
0.157002 0.181012 0.156701    
0.140323 nan 0.183478    
0.145382 0.137095 0.145576    
nan 0.139821 nan    
0.132905 0.131812 0.128937    
0.128949 0.131738 0.132697    
0.150664 0.256875 0.165524    
nan 0.145371 nan    
0.174892 0.158695 nan    
0.130128 nan 0.130608    
0.218669 nan nan    
nan 0.166878 0.197355    
0.150670 0.163044 nan    
0.133852 0.173209 0.444836    
0.127563 0.265033 0.148226    
0.139778 nan 1.276588    
0.176935 0.153005 nan    
0.213841 nan 0.484871    
0.136244 0.134596 0.169684    
0.159983 1.065336 0.135072    
0.428810 nan 3.624783    
0.279928 nan 0.114434    
nan 0.135141 0.180288    
0.780638 nan nan    
nan 0.256725 0.210573    
0.200561 nan nan    
0.187011 0.226926 nan    
0.680325 0.271945 0.256137    
0.216243 nan nan    
0.227907 nan 0.185502    
nan nan 0.190657    
0.515796 0.404959 nan    
0.208022 0.256940 nan    
nan 0.207945 0.317108    
nan nan 0.190460    
0.231193 nan 0.279306    
nan 0.216587 0.291481    
nan nan 0.221615    
0.326255 nan 0.299388    
0.214125 nan nan    
0.232522 nan 0.237429    
0.224135 0.194613 0.190475    
0.282427 0.363091 0.181304    
nan 0.228854 0.210376    
nan nan 0.215957    
0.221885 nan nan    
1.080067 0.224682 nan    
nan 0.254489 0.200605    
0.242507 0.194407 nan    
0.218234 nan nan    
nan 0.236653 nan    
0.191270 0.247277 0.285264    
nan 0.289710 0.204645    
0.690144 nan 0.205802    
0.244747 0.240212 0.215071    
nan nan 0.195242    
0.551596 0.248555 0.206506    
0.221475 0.240448 0.234366    
0.207953 0.263984 0.295138    
nan 0.182266 nan    
0.314156 0.179841 0.306005    
0.208420 0.235959 nan    
0.252278 0.736711 0.188954    
nan 0.190546 nan    
nan nan 0.202620    
nan 0.228329 nan    
nan 0.245233 0.247185    
0.214459 nan nan    
0.214654 0.268600 0.203871    
nan 0.290819 nan    
0.280031 nan nan    
0.195325 0.255505 nan    
0.223314 nan 0.188000    
nan 0.218042 nan    
0.214438 0.288474 0.686219    
nan 0.167485 0.193098    
nan 0.284911 0.241034    
0.244264 nan nan    
0.190288 0.378878 0.194308    
nan 0.305090 0.189908    
nan 0.327810 0.274668    
nan 0.229907 nan    
nan 0.234049 0.229128    
0.196190 nan 1.032602    
0.311226 0.817585 0.317220    
nan nan 0.201546    
0.241431 0.192141 0.215286    
nan 0.251884 0.197548    
nan 0.284807 0.219783    
nan 0.241568 0.383341    
0.270305 nan 0.349719    
0.242840 0.254023 nan    
0.244671 nan 0.247747    
nan 0.286846 0.218260    
0.212223 nan 0.212125    
0.267822 nan 0.465043    
0.238334 0.286150 nan    
0.230342 0.231224 nan    
nan 0.191996 0.321032    
0.300745 0.302230 nan    
nan 0.268760 nan    
nan 0.201345 0.183828    
0.217703 nan nan    
0.199456 0.217446 0.303971    
0.220765 0.281189 0.228018    
0.299270 nan nan    
0.265286 nan nan    
0.244109 0.231496 nan    
0.202310 0.194707 nan    
0.208970 0.239763 nan    
nan nan 0.170648    
nan nan 0.286537    
nan 0.273064 0.202973    
0.272585 0.207090 nan    
0.197637 0.255714 0.565540    
0.213012 0.194460 nan    
0.260002 0.297483 0.235809    
0.213717 0.200556 nan    
nan nan 0.298516    
0.200844 nan 0.193427    
nan nan 0.194844    
0.238037 nan 0.195802    
nan nan 0.194597    
0.224130 0.279292 0.211974    
0.214501 nan 0.252289    
0.249245 0.182549 0.225595    
0.234235 0.196968 0.186939    
0.206500 nan nan    
nan nan 0.236806    
0.198929 nan nan    
0.272683 0.268960 0.324917    
0.204345 0.245631 nan    
0.273822 nan nan    
0.230193 0.268811 nan    
0.229573 nan 0.209845    
nan 0.338488 nan    
0.220751 nan 0.219418    
nan 0.184574 nan    
0.201392 0.211233 0.234434    
0.259410 0.196862 0.224871    
0.283516 nan 0.248426    
0.303354 0.189447 nan    
nan 0.240574 nan    
nan nan 0.202564    
0.311525 nan nan    
0.191808 nan nan    
0.409137 0.226554 0.290743    
0.818235 nan 0.246002    
0.300499 0.201729 0.177552    
0.311933 0.249181 0.200994    
nan nan 0.337328    
nan nan 0.287185    
nan nan 0.231901    
0.250142 nan 0.197083    
0.214411 0.199828 nan    
0.338579 0.610028 nan    
0.216210 0.311789 0.189913    
0.320528 nan nan    
0.214190 0.247184 nan    
nan nan 0.210758    
0.288772 0.322280 nan    
0.200674 0.214758 0.197929    
0.238026 nan nan    
0.183960 0.216304 0.471229    
0.427324 0.436538 0.371605    
0.527060 0.605666 nan    
0.525126 0.733079 nan    
0.449734 nan 0.420393    
0.663747 nan 0.711986    
0.359727 0.416208 nan    
0.424312 0.384988 0.401862    
0.502962 nan nan    
nan 0.420459 0.448553    
0.376273 nan nan    
0.359450 0.480011 0.388649    
0.688631 0.368236 0.445222    
0.384674 nan nan    
0.635668 0.434330 nan    
0.486120 0.469684 nan    
0.548366 0.536329 0.774379    
0.461123 0.368645 0.676332    
nan 0.414237 nan    
0.382517 nan 0.849602    
0.392814 nan nan    
0.584779 0.596296 0.414530    
0.434988 nan 0.834343    
0.444018 0.383507 nan    
nan 0.467825 nan    
0.560715 nan 0.442193    
0.495874 nan 0.481232    
nan 0.395084 0.720952    
nan nan 0.522290    
0.406858 0.597738 nan    
nan 0.364177 nan    
nan nan 0.442876    
0.415533 nan 0.432026    
0.452583 0.502034 0.524755    
0.484554 0.461033 nan    
0.388719 0.633318 0.511052    
0.495855 nan 0.574271    
0.410187 0.402537 nan    
nan 0.452625 0.528040    
0.399121 0.485520 nan    
0.384825 nan nan    
nan 0.460545 0.417409    
0.431161 0.490378 nan    
nan 0.461974 0.476606    
nan 0.491801 0.513273    
0.810385 0.642492 nan    
0.378009 0.737609 nan    
0.631824 0.421781 0.419852    
0.840074 0.397746 0.438541    
