0.140858 0.141104 0.126802 0.261356 0.172007 1.865927 
0.185550 0.142736 0.129805 0.188373 0.164156 0.168944 
0.161371 0.167478 0.183130 0.156274 0.297699 0.302153 
0.123566 0.130805 0.127689 0.157569 0.140323 0.129033 
0.196105 0.129102 0.126444 0.145023 0.271263 0.136609 
0.122345 0.200596 0.146808 0.142369 0.168574 0.320822 
0.124044 0.180756 0.293334 0.148053 0.131651 0.126047 
0.159450 0.255484 0.134634 0.125096 0.207690 0.130378 
0.166035 0.136129 0.396058 0.153993 1.199963 0.289068 
0.182666 0.159216 0.148422 0.146989 0.156067 0.145112 
0.168748 0.239397 0.137621 0.138273 0.150648 0.157862 
0.137423 0.220037 0.230597 0.156936 0.128943 0.133181 
0.136790 0.120597 0.165082 0.156087 0.127797 0.168209 
0.137135 0.133652 0.148187 0.181127 0.357567 0.143305 
0.148153 0.131379 0.288299 0.158381 0.155626 0.220383 
0.133993 0.144071 0.169221 0.169448 0.132255 0.462845 
0.354301 0.174563 0.131759 0.174905 0.215529 0.134164 
0.137021 0.133546 0.145579 0.316945 0.218458 0.197164 
0.160472 0.331092 0.169715 0.165468 0.170185 0.132164 
0.190215 0.143840 0.127712 0.162432 0.158018 0.126117 
0.192723 0.455476 0.144991 0.199021 0.187228 0.173865 
0.118367 0.147653 0.121625 0.299746 0.181933 0.698913 
0.161306 0.158221 0.153153 0.222053 0.185798 0.340937 
0.171006 0.169606 0.145816 0.234367 0.145563 0.137256 
0.141326 0.229050 0.140341 0.133027 0.148703 0.229026 
0.130658 0.134176 0.131511 0.281753 0.119180 0.122575 
0.137160 0.466078 0.132290 0.817429 0.133070 0.178288 
0.135579 0.283911 0.151768 0.131706 0.134345 0.262512 
0.133433 0.446296 0.128264 0.153019 0.200814 1.743399 
0.130374 0.127000 5.852774 0.191891 0.136062 0.187599 
0.139514 0.155970 0.142703 0.136527 0.144348 0.133067 
0.165268 0.210797 0.282412 0.148270 0.149520 0.161107 
0.124703 0.155958 0.171691 0.151357 0.131688 0.133172 
0.138587 0.175893 0.186568 0.167728 0.255858 0.385343 
0.343208 0.219148 0.136391 0.156836 0.144132 0.150250 
0.184351 0.175487 0.126315 0.174945 0.156035 0.191883 
0.920126 0.602918 0.219303 0.123588 0.141914 0.153212 
0.152824 0.144047 0.132955 0.150681 0.142456 0.191676 
0.148133 0.201355 0.202039 0.115315 0.132318 0.210278 
0.181740 0.156395 0.165002 0.143612 0.149265 0.233101 
0.179247 0.128594 0.169584 0.142888 0.131567 0.445872 
0.173185 0.163809 0.120660 0.168267 0.130497 0.124726 
0.132331 0.198689 0.138045 0.192858 0.164774 0.187612 
0.198993 0.170043 0.125100 0.137360 0.127670 0.144677 
0.245447 0.156521 0.142374 0.203486 0.154127 0.124354 
0.129423 0.302739 0.246202 0.135423 0.137240 0.204984 
0.149873 0.156370 0.161544 0.159678 0.124267 0.189191 
0.151062 0.199420 0.111781 0.149445 0.123409 0.172542 
0.184903 0.147558 0.157246 0.243600 0.162589 0.171980 
0.158378 0.123841 0.143518 0.159610 0.174700 0.188311 
0.141754 0.145015 0.124488 0.166405 0.126742 0.235188 
0.230383 0.190962 0.154478 0.147058 0.111726 0.126133 
0.138489 0.191049 0.148179 0.124957 0.141851 0.144258 
0.299404 0.137237 0.147823 0.140339 0.134937 0.138216 
0.133402 0.181449 0.127758 0.139706 0.222018 0.141502 
0.138889 0.133545 0.148741 0.145719 0.139305 0.149684 
0.123893 0.142011 0.139946 0.234635 0.294524 0.131235 
0.136707 0.135547 0.148055 0.136017 0.168537 0.145158 
0.263301 0.122374 0.161609 0.154746 0.163831 0.183280 
0.163002 0.152736 0.764798 0.146662 0.182564 0.150266 
0.122473 0.175038 0.128065 0.132979 0.150336 0.430287 
0.122533 0.181697 0.165784 0.189741 0.138942 0.164460 
0.298816 0.130832 0.157309 0.149113 0.147334 0.133294 
0.150147 0.152283 0.140234 0.190751 0.161819 0.145855 
0.141956 0.160283 0.153627 0.141560 0.175920 0.155856 
0.191282 0.180650 0.161236 0.126884 0.273017 0.157805 
0.136447 0.124436 0.139409 0.137932 0.203191 0.144624 
0.157545 0.160850 0.122483 0.133712 0.140425 0.128574 
0.123549 0.136236 0.137284 0.192750 0.186370 0.212674 
0.153124 0.142551 0.173947 0.177925 0.148547 0.119665 
0.149599 0.124634 0.160350 0.155878 0.163700 0.147978 
0.130899 0.136811 0.269682 0.133577 0.133487 0.127584 
0.445890 0.139225 0.136510 0.139081 0.223963 0.134090 
0.172844 0.116382 0.330292 0.169146 0.168851 0.213388 
0.133531 0.148438 0.345709 0.122163 0.148588 0.165945 
0.304943 0.126225 0.236453 0.116603 0.207873 0.130918 
0.130285 0.154322 0.196759 0.121373 0.125671 0.169204 
0.129858 0.261505 0.132184 0.148216 0.138559 0.141121 
0.146281 0.177910 0.162652 0.136389 0.178202 0.139123 
0.148085 0.143201 0.178091 0.133789 0.146897 0.182195 
0.149200 0.130037 0.131121 0.115296 0.129015 0.190553 
0.133006 0.200633 0.168310 0.151229 0.136110 0.132062 
0.134772 0.129758 0.120415 0.138694 0.139552 0.147572 
0.150159 0.157710 0.132517 0.129193 0.142812 0.150093 
0.132540 0.147401 0.132468 0.176571 0.154398 6.537449 
0.159205 0.277768 0.146941 0.303116 0.160619 0.134365 
0.120937 0.249140 0.181646 0.129261 0.150800 0.176022 
0.139778 0.244151 0.128487 0.240075 0.144237 0.112749 
0.148078 0.135460 0.145380 0.145799 0.126166 0.142470 
0.129341 0.148716 0.183186 0.138654 0.122192 0.119361 
0.131353 0.145129 0.229680 0.173029 0.177558 0.130279 
0.142976 0.139633 0.145323 0.162189 0.720138 0.136061 
0.336695 0.174431 0.257359 0.219960 0.147801 0.139142 
0.174063 0.143726 0.121830 0.186544 0.393295 0.147743 
0.145408 0.146040 0.135925 0.238226 0.182032 0.153549 
0.231211 0.189684 0.208834 0.152933 0.394858 0.124411 
0.226817 0.134825 0.182981 0.165233 0.150296 0.117243 
0.135365 0.229925 0.130274 0.128190 0.153731 0.137151 
0.175096 0.144430 0.120863 0.143244 0.164092 0.144165 
0.136631 0.162654 0.133555 0.155253 0.137504 0.316957 
0.137759 0.130504 0.134309 0.149877 1.753930 0.442428 
0.151666 0.163758 0.155872 0.127038 0.128411 0.156589 
0.121049 0.334196 0.134998 0.159132 0.144063 0.351920 
0.153486 0.136056 0.131445 0.166680 0.138077 0.166533 
0.176934 0.174510 0.132823 1.890428 0.200611 0.143179 
0.207763 0.170390 0.164298 0.144976 0.149507 0.133949 
0.339992 0.158930 0.137529 0.133970 0.132865 0.154185 
0.168389 0.125856 0.229519 0.170572 0.154174 0.129502 
0.146427 0.240853 0.135234 0.135673 0.129578 0.164409 
0.209329 0.167300 0.133233 0.284162 0.370991 0.182729 
0.184718 0.195938 0.212768 0.140545 0.141330 0.160569 
0.205441 0.116705 0.153884 0.160689 0.154085 0.129517 
0.131449 0.154388 0.128099 0.123178 0.124259 0.138355 
0.155685 0.178097 0.152530 0.614383 0.131305 0.243712 
0.126751 0.182055 0.207836 0.447943 0.158769 0.152326 
0.131306 0.125605 0.184827 0.131752 0.135833 0.314287 
