0.131088 nan 0.139587 0.143007   
0.168750 nan 0.127862 nan   
nan nan 0.142019 0.123961   
nan 0.278411 0.134873 0.155610   
nan 0.131298 0.130763 nan   
0.116586 nan 0.150090 0.168686   
0.145638 0.148773 nan 0.130278   
0.160220 0.130089 nan nan   
0.150800 0.164260 0.262568 0.125640   
0.147529 0.123545 0.127644 nan   
nan 0.156893 0.141225 nan   
0.149584 0.197950 0.285059 nan   
0.150343 nan nan 0.138249   
0.118261 0.141158 0.197482 0.137098   
nan nan 0.151414 nan   
0.118932 nan nan 0.156020   
0.147592 0.182918 0.182634 0.160086   
nan nan 0.160180 0.133703   
nan nan 0.141615 nan   
nan 0.161386 0.197412 nan   
0.162365 0.724400 nan 0.192110   
0.137132 nan nan 0.353114   
0.154510 0.193685 0.134389 nan   
0.164499 nan 0.158884 0.147883   
0.150832 4.827709 nan nan   
0.148775 nan 0.187313 0.151864   
0.255721 nan 0.152697 nan   
nan 0.119268 nan nan   
nan 0.127087 0.159327 0.750810   
nan 0.171165 nan nan   
0.124984 nan 0.208223 0.138883   
0.124072 0.148589 nan 0.165295   
nan 0.171901 nan 0.154712   
nan nan 0.444578 0.134779   
0.157634 0.130623 0.158675 0.127818   
0.151861 nan nan 0.146304   
0.133954 nan 0.160897 0.116895   
0.179017 nan nan 0.181220   
nan 0.147233 nan 0.161945   
nan nan 0.130221 0.152897   
0.131364 0.143283 nan 0.132491   
0.152613 nan 0.354734 0.249456   
0.178226 0.266575 0.175069 0.559287   
0.133599 0.136411 nan 0.187154   
0.132264 0.148492 nan 0.119141   
nan nan 0.155823 0.142580   
0.159626 nan 0.209744 nan   
0.143229 0.320748 nan 0.147240   
0.133520 nan 0.130820 0.156697   
nan 0.165979 0.323923 nan   
1.215529 0.126303 0.127678 0.156697   
nan nan 0.148422 0.146989   
0.153367 nan 0.151625 nan   
0.128310 nan 0.121439 nan   
0.223835 nan 0.171947 0.147741   
0.185069 0.182217 0.135311 nan   
0.138498 0.147209 0.163552 nan   
nan 0.147272 nan 0.142129   
nan nan nan 0.146746   
0.248248 0.138888 nan 0.151879   
nan nan nan 0.135133   
nan 0.125023 0.298410 nan   
0.129445 0.142906 nan 0.133205   
0.299347 nan nan nan   
nan nan 0.875783 0.142684   
nan 0.152106 0.132946 nan   
0.148418 0.133267 nan 0.178121   
nan nan 0.152345 0.128059   
nan 0.125570 nan nan   
0.185981 0.130096 0.191916 0.169060   
nan 0.155025 nan nan   
nan 0.151331 nan 0.221838   
nan 0.136715 0.134493 nan   
nan 0.158330 nan 0.187746   
0.209102 0.146535 nan nan   
0.141144 0.131736 0.324150 0.134611   
0.153325 0.121418 0.129170 0.164359   
0.156515 nan 0.185692 nan   
nan 0.147415 0.145102 nan   
0.182082 0.133209 0.205003 0.132154   
0.123477 0.138655 nan 0.131043   
0.131962 nan 0.278897 0.125773   
nan 0.134136 nan nan   
0.175278 0.233922 0.712220 nan   
0.142842 nan nan nan   
0.123438 nan 0.143936 0.289391   
0.137137 0.130735 nan 0.122344   
0.134543 nan 0.152540 0.143815   
nan nan 0.251793 nan   
0.161504 0.163490 0.234159 nan   
0.151596 nan 0.163874 0.190610   
nan nan 0.154830 0.183521   
nan 0.120761 nan 0.128971   
nan 0.168889 nan nan   
0.147405 nan 0.118751 0.434152   
0.119473 nan 0.138589 0.163721   
nan nan 0.117561 nan   
nan nan 0.226054 0.129419   
0.171119 nan 0.126610 0.130211   
0.133715 0.148110 0.148479 0.120755   
0.172726 nan 0.163111 nan   
0.138392 0.182678 0.130166 0.327447   
0.126463 0.193009 0.293700 nan   
nan 0.133401 0.133196 nan   
0.837190 0.129261 0.162044 nan   
0.131425 nan 0.136976 nan   
nan 0.171081 nan 0.159378   
0.153691 0.138651 nan 0.155366   
0.129387 0.138098 0.144238 0.167685   
0.128451 nan nan nan   
nan nan nan 0.138110   
0.141826 nan 0.246487 0.291360   
nan nan 0.153650 0.134145   
nan nan 0.148699 nan   
0.129784 0.152134 0.129656 nan   
nan 0.215135 nan nan   
0.124727 0.183715 0.118305 0.118680   
0.133079 0.142799 0.129413 0.148366   
0.120589 nan 0.169561 0.171191   
0.152333 nan 0.138822 nan   
0.127724 nan 0.149665 nan   
0.165101 0.245014 nan nan   
0.135469 nan nan 0.131281   
nan 0.152000 0.125057 0.141820   
nan 0.328275 0.179485 0.718534   
nan 0.153769 0.151474 0.158770   
nan 0.187554 0.140596 nan   
0.126051 0.241688 0.151465 0.253978   
0.137374 0.167458 nan nan   
nan nan nan 0.170939   
nan 0.157402 0.225037 nan   
nan 0.144211 0.164532 nan   
0.154185 0.396972 nan 0.230503   
nan nan nan 0.142592   
0.131911 nan 0.161501 nan   
nan 0.203589 0.198443 nan   
0.129341 nan nan 0.138654   
0.166723 0.136859 nan 0.128311   
0.124882 0.236544 nan 0.127361   
nan nan 0.126274 0.138690   
nan nan nan 0.147257   
0.314743 nan 0.164084 nan   
0.147828 0.129936 0.173957 0.129033   
1.619599 nan 0.138790 0.145396   
0.172899 0.188237 0.140448 0.125821   
nan 0.502885 0.150663 3.907151   
0.177547 0.144141 nan 0.254643   
0.135492 nan nan nan   
0.140847 0.132136 0.133965 0.132199   
0.138437 nan 0.148050 nan   
nan 0.179208 0.168202 nan   
nan nan nan 0.162449   
0.141469 0.204643 0.136732 0.180257   
nan nan 0.204089 0.151105   
0.187590 nan 0.156664 0.177579   
nan 0.217698 0.131110 0.139681   
nan nan nan 0.227330   
nan 0.140297 0.136462 0.138894   
nan 0.149225 0.140472 0.172531   
0.139772 nan nan nan   
0.139633 0.184364 0.161754 0.127403   
nan 0.149095 nan 0.210183   
0.136593 0.223429 nan 0.140695   
0.121881 nan 0.154052 0.127535   
0.142796 0.116060 0.124759 nan   
0.126613 0.156226 nan 0.171097   
nan 0.195222 nan 0.124998   
nan 0.193774 nan 0.152052   
nan 0.160882 0.127271 nan   
0.169108 nan nan nan   
0.143054 nan nan 0.214837   
nan 0.144568 0.150229 0.151075   
nan nan 0.134541 0.188360   
nan 0.176483 0.138731 0.156658   
nan 0.148524 nan 0.139805   
0.152742 nan nan 0.156277   
nan 0.167696 nan 0.144340   
0.201843 0.154677 nan 0.151206   
0.172941 0.154721 nan 0.162367   
0.142054 0.264873 0.191082 0.130557   
nan 0.151835 nan 0.134274   
nan 0.125137 0.129805 nan   
0.203838 0.150496 0.149303 nan   
nan 0.246544 nan nan   
0.139653 0.312248 0.129738 0.129019   
0.140536 0.456603 4.605242 nan   
0.132499 0.248362 0.145087 nan   
nan 0.503873 0.192013 nan   
0.153907 nan nan nan   
0.156090 0.150977 0.226689 0.176062   
nan 0.131945 0.138825 0.124527   
nan 0.143688 0.182971 0.144949   
0.156589 nan nan 0.167574   
nan 2.884501 0.197265 0.144031   
0.149735 nan 0.146839 0.149852   
0.151421 0.202477 0.153053 nan   
0.173904 nan 0.126913 0.145419   
0.146180 nan nan 0.124723   
0.469013 0.125706 nan 0.196735   
nan nan 0.129120 nan   
0.259863 0.129275 0.163297 nan   
0.161734 0.194316 0.142411 0.172054   
nan nan 0.139379 0.157828   
0.157763 0.121293 0.143223 0.149555   
0.175678 nan nan 0.156475   
0.191420 0.120752 0.135769 0.124606   
nan 0.285362 0.145915 0.196072   
nan nan nan 0.129712   
0.155221 0.139232 0.138997 0.168938   
0.159597 0.129066 0.151793 0.159403   
nan 0.249079 0.139577 nan   
0.185499 0.556516 0.136804 nan   
0.136729 0.199911 0.175597 0.135975   
nan 0.131402 nan nan   
nan 0.126721 0.186784 0.174392   
0.127606 nan nan 0.160141   
0.130319 nan nan nan   
0.133241 0.207015 nan 0.126977   
0.212932 0.123332 nan 0.156449   
0.160137 nan nan 0.135206   
0.203638 nan 0.160854 nan   
nan 0.155437 0.132755 0.157080   
0.279833 0.193426 0.139608 nan   
0.153146 nan nan 0.171644   
0.179544 0.180074 0.168335 0.220807   
0.232968 0.203644 nan nan   
0.215294 0.226346 0.143824 nan   
0.150881 nan 0.138721 nan   
0.160586 0.180217 nan 0.119384   
nan nan 0.180357 nan   
0.361829 nan nan 0.140845   
nan 0.131834 nan 0.389959   
nan 0.139472 0.143695 0.132537   
0.191309 nan 0.118672 0.133623   
0.241390 nan 0.130036 nan   
nan nan 0.137040 nan   
0.143704 0.140249 0.158085 nan   
0.136854 0.159230 nan 0.153198   
0.139778 nan 0.145390 nan   
0.164659 0.151717 0.139665 0.166209   
0.211934 0.156330 nan 0.145627   
0.128715 0.360804 nan 0.322539   
0.184360 0.184794 0.183901 0.158810   
0.146141 0.502068 nan 0.186732   
0.182027 0.147919 nan 0.172585   
nan 0.176069 nan 0.123165   
0.164764 0.136726 0.165294 nan   
0.146155 nan 0.529472 0.132411   
0.135524 nan 0.128413 0.228547   
0.133158 0.215936 nan 0.225765   
0.148511 0.123151 0.160058 0.211204   
nan 0.177062 nan 0.169022   
nan 0.134115 0.178005 0.143800   
0.141756 0.156884 0.147023 nan   
nan 0.138609 0.131796 0.192660   
0.170437 0.251641 nan 0.248192   
0.171386 nan nan 0.479013   
0.854088 nan 0.190849 0.196889   
nan nan 0.149598 nan   
nan 0.142361 0.176692 0.120401   
nan 0.168249 0.129650 nan   
0.125691 nan 0.145221 0.147487   
nan 0.225337 0.121644 0.180817   
0.134755 nan nan nan   
0.126576 0.135017 nan 0.175396   
0.154315 nan nan nan   
nan 0.170187 0.200824 nan   
nan nan 0.144273 0.159083   
2.933328 0.156838 nan nan   
nan nan nan 0.245985   
0.123329 0.145133 0.121906 0.192244   
0.185418 nan nan 0.179069   
0.141479 nan nan nan   
0.281757 0.196712 nan 0.143698   
nan nan nan 0.195589   
0.153235 0.162865 nan nan   
nan 0.140539 nan nan   
0.254413 0.141113 0.190151 0.129468   
0.220311 nan 0.141755 0.154463   
0.140582 0.142900 nan nan   
nan nan 0.211729 0.299600   
nan 0.129587 nan 0.302406   
0.656799 0.203008 nan nan   
0.144374 nan 0.113256 nan   
nan 0.144296 nan 0.281130   
nan nan 0.173313 0.202419   
0.164925 0.140330 nan 0.134281   
0.166307 nan 0.160960 0.141809   
0.147201 0.215832 nan nan   
nan 0.723431 0.140546 nan   
nan nan 0.130798 nan   
nan nan 0.135501 nan   
0.184745 0.144406 nan 0.139301   
nan nan nan 0.182373   
0.171659 0.139769 0.151620 nan   
0.154195 nan 0.145413 0.171324   
0.129534 0.161498 0.176593 nan   
0.146889 0.127819 nan nan   
0.137702 0.159024 0.136812 0.125647   
nan 0.165947 nan nan   
0.178319 0.155528 0.151141 nan   
0.143520 0.221129 nan nan   
0.460175 0.143539 nan 0.187274   
0.153379 1.024233 0.138794 nan   
0.127140 nan 0.189910 0.429579   
0.143108 nan 0.131184 0.154359   
nan nan 0.151656 0.124354   
0.124721 nan nan 0.148279   
nan 0.121918 nan nan   
nan 0.120862 0.128811 0.140666   
0.154319 0.245727 nan 0.134418   
0.152554 0.142877 nan nan   
0.417736 nan nan 0.140747   
nan nan nan 0.160793   
nan nan 0.159714 nan   
nan 0.154576 0.155689 0.320162   
nan 0.403747 0.146737 0.141163   
nan nan nan 0.136738   
nan 0.162506 nan nan   
0.145109 0.148185 0.207853 nan   
0.124357 0.145637 nan nan   
nan nan 0.147337 0.158192   
nan nan 0.166152 0.153055   
0.165274 0.193632 0.223225 0.140172   
nan 0.121221 nan 0.218062   
nan 0.494503 0.195590 0.138122   
0.144185 nan 0.121548 0.529499   
nan 0.141571 0.216400 nan   
0.132386 0.328879 nan nan   
0.214811 nan nan nan   
0.298293 0.161503 0.148945 0.141284   
nan 0.130942 nan 0.260890   
0.151979 0.130439 0.129913 0.213134   
0.127346 nan nan 0.134064   
0.124987 nan nan nan   
0.137001 nan nan nan   
0.133027 nan nan 0.717181   
0.142764 0.197934 0.129565 nan   
nan 0.265665 2.267193 0.127982   
0.119741 nan 0.137518 nan   
0.137617 nan 0.152772 0.143366   
0.172330 nan 0.115322 0.148760   
0.149290 0.204540 nan 0.231998   
nan nan 0.210400 0.132809   
0.159547 0.143599 0.154123 0.367109   
0.173856 nan nan 0.210008   
0.143712 nan 0.156835 0.177506   
0.129712 0.141536 0.125403 0.142717   
nan 0.152055 0.170212 0.148881   
0.128394 0.129371 0.134821 0.133212   
nan 0.133766 0.125529 0.159087   
0.256239 0.159847 nan 0.134460   
nan 0.140587 0.124049 nan   
nan 0.152489 0.337168 nan   
1.341545 0.191371 nan nan   
nan nan nan 0.134046   
0.133711 0.166917 0.283763 nan   
0.130978 nan nan nan   
0.139717 0.150955 0.185643 nan   
0.151294 0.119147 0.129295 0.133181   
0.202714 0.144349 nan 0.130408   
nan nan 0.149814 nan   
0.121041 0.236803 nan 0.145882   
0.153682 nan nan 0.125342   
0.241468 0.232702 1.885026 0.158931   
0.130316 0.150217 0.141167 0.128588   
nan 0.309088 0.135704 0.195926   
nan nan 0.128795 0.118383   
nan 0.122484 0.189221 nan   
0.144529 nan 0.150480 0.150645   
0.131018 0.160358 nan nan   
0.115657 0.150601 nan nan   
0.172904 nan 0.129042 nan   
0.152835 0.171559 0.128974 0.141266   
0.145088 0.143922 nan 0.143716   
0.177676 nan nan 0.128806   
nan 0.118246 nan 0.272998   
0.184324 nan 0.207484 0.162570   
nan 0.132183 0.139341 0.130082   
nan 0.147591 nan 0.161136   
nan nan nan 0.124317   
nan 0.165463 0.194240 0.157192   
0.188982 nan 0.204498 nan   
0.195410 nan nan nan   
0.138269 0.124391 0.148367 0.308731   
nan nan 0.170332 0.132544   
0.178871 0.157536 nan 0.137514   
0.245506 nan 0.564683 0.164747   
nan 0.670840 0.148273 nan   
nan 0.275051 nan 0.136102   
0.157857 nan 0.144662 nan   
0.166307 0.167200 0.265387 nan   
0.120390 0.138422 nan nan   
0.140152 0.179307 0.132226 nan   
0.175372 0.184199 0.121111 0.153775   
0.170161 0.225708 nan nan   
0.126896 0.138166 0.153523 nan   
0.139881 0.125554 nan nan   
nan nan 2.431064 0.149036   
nan 0.159101 0.205757 0.130200   
0.167241 nan nan nan   
0.142356 0.147238 0.138932 nan   
0.178955 0.143589 0.169268 0.124219   
nan 0.200876 nan 0.175610   
0.123950 nan 0.190098 0.153840   
nan 0.166389 nan 0.148238   
0.164822 0.155413 0.510679 1.273334   
nan 0.161541 0.225706 nan   
0.625732 0.127904 0.160195 0.129707   
0.128008 0.132561 0.170130 nan   
nan nan 0.136709 0.131697   
nan nan nan 0.160801   
0.152955 0.155144 nan 0.273756   
nan nan 0.152381 nan   
nan 0.154918 nan nan   
nan 0.559896 0.115628 0.139762   
nan 0.140592 0.151689 0.124966   
0.141565 0.116217 0.125373 nan   
0.214776 nan nan 0.128458   
0.134400 nan nan 0.209071   
0.131962 0.154844 0.137991 nan   
0.189687 nan 0.152551 0.143929   
nan 0.139808 0.146718 0.123308   
nan nan 0.148795 0.133025   
0.145686 0.170482 0.191663 nan   
0.210414 0.138458 0.130212 0.226588   
nan 0.129353 nan 0.156834   
0.154222 0.227772 0.137996 nan   
nan 0.176200 0.141608 0.149381   
0.173297 nan 0.137927 nan   
0.152404 nan nan 0.144766   
0.131703 nan nan nan   
0.204408 0.139437 nan 0.162866   
0.116725 nan nan nan   
0.218593 0.254745 0.229300 0.133528   
0.182585 0.138598 0.114502 nan   
nan nan nan 0.241241   
0.142420 0.143818 nan nan   
nan nan nan 0.143513   
nan nan 0.142760 0.130542   
0.233910 nan nan 0.152351   
0.143078 0.157462 nan nan   
0.191964 0.342245 0.128560 0.127548   
0.159004 0.159187 nan 0.229916   
nan 0.158110 0.228555 0.133429   
nan nan 0.136689 0.276178   
0.158061 nan 0.123516 0.510061   
0.182999 0.290936 0.131790 0.126661   
nan 0.133424 0.121249 nan   
nan nan 0.144277 nan   
nan 0.215985 0.146202 0.166813   
nan 0.130652 0.177568 nan   
nan 0.114992 0.176042 0.253456   
nan 0.138112 0.173310 0.199508   
nan 0.134577 0.157983 0.160193   
nan 0.149867 nan nan   
nan 0.138782 0.173213 0.118788   
nan nan nan 0.126646   
nan 0.160000 0.137518 nan   
nan 0.172784 0.154881 0.137129   
nan nan nan 0.188842   
0.193015 0.145937 nan 0.121085   
0.126965 0.115618 0.141634 nan   
0.123186 nan nan nan   
0.318020 0.166158 nan nan   
0.136378 0.269854 nan 0.143876   
0.181939 0.172662 nan nan   
nan 0.152973 0.399162 0.136360   
nan nan nan 0.345164   
0.243433 nan nan 0.139622   
nan 0.129171 0.185966 nan   
0.163746 nan 0.145851 nan   
0.210631 nan nan nan   
0.137978 nan 0.138434 nan   
0.389501 0.142049 0.343091 0.122141   
nan 0.143406 0.128240 nan   
0.128017 nan nan 0.135944   
nan nan 0.140320 nan   
nan 0.140389 0.167980 0.201231   
0.157042 nan 0.153169 nan   
nan 0.166448 0.151997 0.144401   
0.164245 nan nan 0.490497   
0.175332 nan 0.135577 0.151544   
nan nan 0.143010 0.117760   
nan 0.165398 0.132772 0.118655   
0.129436 0.152824 nan 0.318646   
nan 0.131555 0.133625 0.529910   
nan nan 0.195272 0.128953   
nan nan 0.136780 0.129035   
nan 0.273336 nan 0.141602   
0.265150 0.139644 0.144324 nan   
nan 0.180480 0.137863 0.753186   
nan 0.132185 0.190142 0.336211   
0.150052 nan 0.128997 0.220267   
0.132890 nan nan nan   
0.297868 nan 0.136147 nan   
0.123056 nan 0.143322 0.139864   
0.412797 0.305694 0.129639 nan   
0.164212 nan 0.144378 nan   
nan 0.148061 nan 0.157262   
0.287066 0.341009 0.170617 0.135347   
nan 0.135492 0.169890 nan   
nan 0.151646 nan 0.137024   
0.122843 0.147248 nan 0.159092   
0.230304 0.139638 0.211133 0.164616   
0.177788 0.157684 0.162355 0.167399   
0.494582 0.159954 0.157721 0.133661   
0.120892 nan 0.159054 nan   
0.144287 0.163718 nan nan   
0.140474 0.145307 0.249713 nan   
0.144019 nan nan 0.185557   
0.192632 0.180557 0.141742 0.168793   
nan 0.166468 0.129761 nan   
nan nan 0.130851 0.123750   
0.164284 nan 0.129091 0.131366   
0.122429 0.144226 0.120050 nan   
0.161069 nan nan 0.146135   
0.145734 0.140777 nan 0.157516   
0.205276 0.160736 nan 0.156644   
0.183952 0.193451 0.168608 nan   
nan 0.151836 0.313881 0.138338   
nan 0.132394 nan 0.241073   
nan nan 0.142512 0.119425   
nan nan 0.181245 0.125378   
nan nan 0.204849 nan   
0.198619 0.130476 0.210086 nan   
0.131384 0.138215 0.187142 nan   
0.133125 nan 0.125149 0.127598   
nan 0.124365 0.155987 0.155059   
0.216226 0.383990 0.142122 0.212221   
nan nan 0.163181 0.118172   
0.192634 nan nan nan   
0.114160 0.120212 0.166755 0.121917   
nan 0.121579 0.155382 nan   
0.188967 nan nan 0.135520   
nan 0.210208 0.131633 nan   
0.163376 0.206627 nan 0.140459   
nan 0.127499 0.126316 nan   
0.157966 0.169446 nan nan   
0.135163 0.144422 0.135743 nan   
0.136888 0.127019 0.190112 0.214696   
0.142571 0.263026 nan nan   
0.186621 0.189241 0.169001 0.321644   
0.494084 0.143283 0.156960 0.156277   
0.163290 nan 0.153106 0.173399   
0.273273 0.124989 0.164057 0.147352   
nan 0.150604 0.136061 0.170263   
nan nan nan 0.307788   
0.358726 nan nan nan   
nan nan nan 0.142202   
nan 0.140760 0.151475 1.238865   
0.323389 0.143648 nan nan   
nan nan 0.140897 0.142769   
nan 0.225855 nan 0.128084   
nan 0.205518 nan 0.150057   
nan 0.175163 0.136856 nan   
0.120666 0.124150 nan 0.143281   
0.196237 nan nan 0.145591   
nan nan 0.196689 0.168344   
0.139479 nan nan 0.158541   
nan 0.121603 nan nan   
0.131633 0.149196 nan nan   
nan nan 0.118529 nan   
0.139315 nan nan 0.147402   
nan nan nan 0.161812   
0.211199 nan 0.118504 0.123504   
nan nan 0.184457 nan   
nan nan nan 0.117731   
0.122144 0.137655 0.148738 0.129029   
0.155160 nan 0.145040 0.116594   
0.174014 nan 0.124974 0.130671   
nan 0.127441 0.217381 0.152095   
0.136833 nan 0.138972 0.315974   
nan nan 0.123404 0.127532   
0.152255 0.169951 nan 0.706655   
0.270322 0.144548 nan 0.134849   
0.207126 0.160446 nan 0.151383   
nan 0.198252 0.150401 nan   
0.145264 nan nan nan   
nan 0.271094 0.133507 0.141466   
0.143324 0.269872 nan nan   
0.158952 0.696664 0.245388 nan   
0.132494 0.144852 nan nan   
0.122313 nan nan 0.202461   
nan 0.211789 nan 0.130935   
0.134994 nan 0.161945 nan   
nan nan 0.143970 0.798445   
0.206602 0.131552 0.137923 0.193578   
nan nan 0.166116 0.337108   
nan 0.144440 0.119869 nan   
nan 0.129705 nan nan   
nan nan 0.149418 0.139920   
0.133512 0.190896 0.135084 0.156574   
nan 0.169150 0.145046 0.175331   
0.140162 0.128283 0.168759 nan   
0.143924 0.149215 0.305530 nan   
nan 0.125081 nan 0.146706   
0.124218 0.125359 nan 0.123604   
nan 0.146729 0.160139 nan   
0.127412 0.116679 nan nan   
0.150561 0.756479 0.174566 0.150620   
nan 0.138359 0.208455 nan   
0.140042 nan 0.140520 nan   
0.147101 nan 0.125664 0.213551   
nan nan nan 0.134078   
nan 0.221630 0.176919 nan   
0.201008 0.128511 0.150724 0.146702   
0.372810 0.140252 0.785300 0.222005   
0.172095 0.162033 nan nan   
0.130591 0.142440 nan 0.115862   
nan 0.142467 nan 0.173422   
0.124130 0.130475 0.145087 nan   
nan 0.140194 0.122534 nan   
0.347559 0.138310 nan 0.186604   
0.184870 0.118586 0.158467 nan   
0.152430 nan 0.144896 nan   
nan 1.344421 0.140491 0.151426   
nan 0.191724 0.129198 0.159855   
0.153232 0.176050 0.136518 nan   
nan 0.161406 0.172726 0.655757   
0.126975 nan 0.145008 0.235184   
nan nan 0.142015 nan   
0.237637 nan 0.517837 nan   
0.252067 0.138742 nan 0.150128   
0.156733 nan nan nan   
nan 0.120223 nan 0.177287   
0.123965 0.217365 0.219440 0.425777   
0.236612 0.207528 0.260929 0.189714   
0.147024 nan 0.128534 nan   
nan 0.129547 nan 0.153459   
0.155698 nan 0.129954 nan   
0.222882 nan 0.187420 0.159749   
0.358367 nan nan nan   
0.147625 nan 0.199488 nan   
nan 0.374806 0.118458 0.161832   
0.210309 nan 0.150581 nan   
0.125714 nan 0.144424 0.165074   
0.156799 0.183165 0.183909 0.169053   
nan 0.130601 0.126072 0.137001   
0.144155 nan nan 0.205497   
0.135450 0.372697 0.128010 0.152696   
0.157002 0.181012 0.156701 nan   
0.140323 nan 0.183478 0.130069   
nan nan nan 0.123152   
0.145382 0.137095 0.145576 0.133048   
nan 0.139821 nan nan   
0.132905 0.131812 0.128937 0.185331   
0.128949 0.131738 0.132697 nan   
0.150664 0.256875 0.165524 0.161595   
nan 0.145371 nan 0.131110   
0.174892 0.158695 nan nan   
nan nan nan 0.151465   
0.130128 nan 0.130608 0.167631   
0.218669 nan nan 0.156467   
nan 0.166878 0.197355 0.188157   
0.150670 0.163044 nan 0.185202   
0.133852 0.173209 0.444836 nan   
0.127563 0.265033 0.148226 nan   
0.139778 nan 1.276588 nan   
0.176935 0.153005 nan 0.137024   
0.213841 nan 0.484871 0.150254   
0.136244 0.134596 0.169684 nan   
0.159983 1.065336 0.135072 nan   
0.428810 nan 3.624783 0.127897   
0.279928 nan 0.114434 nan   
nan 0.135141 0.180288 nan   
0.780638 nan nan nan   
nan 0.256725 0.210573 0.304263   
0.200561 nan nan nan   
0.187011 0.226926 nan 0.548950   
0.680325 0.271945 0.256137 0.216101   
0.216243 nan nan 0.217619   
0.227907 nan 0.185502 0.212310   
nan nan 0.190657 nan   
0.515796 0.404959 nan 0.260524   
0.208022 0.256940 nan 0.534824   
nan 0.207945 0.317108 nan   
nan nan 0.190460 0.210231   
0.231193 nan 0.279306 nan   
nan 0.216587 0.291481 nan   
